Identifier (RIC),Company Name,TRBC Industry Group Name,TRBC Industry Name,TRBC Activity Name,Region of Headquarters,Year,CSR Strategy Score,Community Score,Company Market Cap (EUR),ESG Controversies Score,ESG Score,Emissions Score,Innovation Score,Environmental Pillar Score,Governance Pillar Score,Human Rights Score,Independent Board Members,Management Score,Product Responsibility Score,Resource Use Score,Shareholders Score,Social Pillar Score,Total Debt Percentage of Total Equity,Workforce Score
1234.HK,China Lilang Ltd,Textiles & Apparel,Apparel & Accessories,Men's Clothing,Asia,2025,,,"438,895,795.32",,,,,,,,,,,,,,0.3252654,
1247.HK,Miko International Holdings Ltd,Textiles & Apparel,Apparel & Accessories,Children's & Infants' Clothing,Asia,2025,,,"72,925,748.63",,,,,,,,,,,,,,0.129782,
1307.TW,San Fang Chemical Industry Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"349,167,697.66",,,,,,,,,,,,,,0.3803396,
1315.TW,Tah Hsin Industrial Corp,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"173,690,456.43",,,,,,,,,,,,,,0.0194095,
1325.TW,Universal Inc,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"69,406,011.68",,,,,,,,,,,,,,5.36e-05,
1327.HK,Luxxu Group Ltd,Textiles & Apparel,Apparel & Accessories,Watches,Asia,2025,,,"17,223,751.23",,,,,,,,,,,,,,1.1166804,
1340.TW,Victory New Materials Ltd Co,Textiles & Apparel,Footwear,Footwear (NEC),Asia,2025,,,"31,082,859.48",,,,,,,,,,,,,,0.0699616,
1342.TW,Cathay Consolidated Inc,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"192,090,142.11",,,,,,,,,,,,,,0.2948065,
1346.HK,Lever Style Corp,Textiles & Apparel,Apparel & Accessories,Apparel Wholesale,Asia,2025,,,"100,688,036.12",,,,,,,,,,,,,,0.0127016,
1361.HK,361 Degrees International Ltd,Textiles & Apparel,Footwear,Sports & Outdoor Footwear,Asia,2025,47.44,16.16,"1,370,891,020.62",100,51.95322365,95.34,28.8,63.1,77.16,16.03,50,81.05,59.49,74.38,84.01,35.23,0.0269106,45.43
1368.HK,Xtep International Holdings Ltd,Textiles & Apparel,Footwear,Sports & Outdoor Footwear,Asia,2025,63.99,20.43,"1,630,196,464.76",100,61.29891791,33.85,80,62.6,72.63,18.59,42.86,76.75,85.13,65.74,64.65,52.91,0.3471221,80.18
1382.HK,Pacific Textiles Holdings Ltd,Textiles & Apparel,Textiles & Leather Goods,Natural Fabrics,Asia,2025,,,,,,,,,,,,,,,,,0.4696333,
1388.HK,Embry Holdings Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"17,099,731.86",,,,,,,,,,,,,,0.2109858,
1400.HK,Moody Technology Holdings Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"7,902,885.68",,,,,,,,,,,,,,,
1409.TW,Shinkong Synthetic Fibers Corp,Textiles & Apparel,Textiles & Leather Goods,Synthetic Fabrics,Asia,2025,,,"659,669,781.88",,,,,,,,,,,,,,1.3636424,
1410.TW,Nan Yang Dyeing & Finishing Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Fabric Dyeing & Finishing,Asia,2025,,,"57,787,350.01",,,,,,,,,,,,,,0.001401,
1413.TW,Hung Chou Fiber Ind Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,"35,899,692.56",,,,,,,,,,,,,,0.9238548,
1414.TW,Tung Ho Textile Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,"104,319,400.31",,,,,,,,,,,,,,0.1423291,
1417.TW,Carnival Industrial Corp,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"46,246,153.90",,,,,,,,,,,,,,0.1381577,
1419.TW,Shinkong Textile Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"543,002,974.25",,,,,,,,,,,,,,0.2686531,
1423.TW,Reward Wool Industry Corp,Textiles & Apparel,Textiles & Leather Goods,Organic & Ecologically Produced Fabric,Asia,2025,,,"102,625,377.16",,,,,,,,,,,,,,0,
1425.HK,Justin Allen Holdings Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"86,158,300.35",,,,,,,,,,,,,,0.0355656,
1434.TW,Formosa Taffeta Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,60.53,69.21,"727,876,257.90",100,68.30263327,76.71,80,76.15,43.11,86.54,27.27,23.68,85.13,71.91,96.27,79.24,0.3071526,72.87
1440.HK,Star Shine Holdings Group Ltd,Textiles & Apparel,Textiles & Leather Goods,Fabric Dyeing & Finishing,Asia,2025,,,"1,032,521,071.42",,,,,,,,,,,,,,0.193804,
1440.TW,Tainan Spinning Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,8.55,74.09,"596,536,594.26",100,50.05643795,43.17,80,55.96,45.31,49.68,20,51.97,64.56,41.05,47.59,50.17,0.4232898,22.26
1441.TW,Tah Tong Textile Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,"20,275,344.32",,,,,,,,,,,,,,1.5660214,
1444.TW,Lealea Enterprise Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,"162,864,411.21",,,,,,,,,,,,,,0.5501931,
1445.TW,Universal Textile Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"46,336,176.12",,,,,,,,,,,,,,0.0514814,
1446.TW,Hong Ho Precision Textile Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"68,479,724.09",,,,,,,,,,,,,,0.0807903,
1447.TW,Li Peng Enterprise Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"133,541,460.15",,,,,,,,,,,,,,0.5561686,
1449.TW,Chia Her Industrial Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"38,341,163.52",,,,,,,,,,,,,,1.6428393,
1451.TW,Nien Hsing Textile Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"93,080,404.75",,,,,,,,,,,,,,0.0326973,
145170.KQ,Nobland International Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"39,908,318.51",,,,,,,,,,,,,,1.1412721,
1452.TW,"Hong Yi Fiber Ind. Co., Ltd",Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,"42,351,025.74",,,,,,,,,,,,,,0.0006944,
1454.TW,Taiwan Taffeta Fabric Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"46,041,070.22",,,,,,,,,,,,,,0.0979605,
1455.TW,Zig Sheng Industrial Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"110,526,285.26",,,,,,,,,,,,,,0.5612894,
1457.TW,Yi Jinn Industrial Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,"135,985,714.54",,,,,,,,,,,,,,0.9596738,
1459.TW,Lan Fa Textile Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,"117,917,328.84",,,,,,,,,,,,,,0.4667039,
1460.TW,Everest Textile Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"120,428,593.63",,,,,,,,,,,,,,0.8296751,
1463.TW,CS Group Investment Holding Ltd,Textiles & Apparel,Textiles & Leather Goods,Fabric Dyeing & Finishing,Asia,2025,,,"87,339,399.39",,,,,,,,,,,,,,0.0010428,
1464.TW,De Licacy Industrial Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"127,786,832.00",,,,,,,,,,,,,,1.2213127,
1465.TW,Wisher Industrial Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,"35,192,263.48",,,,,,,,,,,,,,0.0209641,
1466.HK,Baijin Life Science Holdings Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,,,,,,,,,,,,,,0.6410631,
1467.TW,Tex-Ray Industrial Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"45,264,236.05",,,,,,,,,,,,,,1.5145231,
1468.TW,Chang Ho Fibre Corp,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"52,305,430.15",,,,,,,,,,,,,,0.6575056,
1470.TW,Evertex Fabrinology Ltd,Textiles & Apparel,Textiles & Leather Goods,Fabric Dyeing & Finishing,Asia,2025,,,"53,137,612.33",,,,,,,,,,,,,,0.0355043,
1473.TW,Tainan Enterprises Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"98,493,590.96",,,,,,,,,,,,,,0.1361916,
1474.TW,Honmyue Enterprise Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"37,592,014.10",,,,,,,,,,,,,,0.4580533,
1475.TW,Big Sunshine Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"54,445,225.23",,,,,,,,,,,,,,0.0914723,
1476.TW,Eclat Textile Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,60.53,75.3,"2,866,654,571.64",100,71.54506586,84.16,80,81.98,31.93,86.54,31.58,26.97,96.84,82.41,29.39,88.74,0.064841,92.38
1477.TW,Makalot Industrial Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,60.53,80.18,"1,933,975,058.09",100,72.35535622,73.6,80,81.25,53.32,86.54,31.25,44.52,85.13,87.96,77.85,79.52,0.1016288,66.77
1520.HK,Virtual Mind Holding Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"112,126,508.14",,,,,,,,,,,,,,0.2045746,
155660.KS,DSR Corp,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"36,983,047.92",,,,,,,,,,,,,,0.3634319,
1657.HK,SG Group Holdings Ltd,Textiles & Apparel,Apparel & Accessories,Women's Clothing,Asia,2025,,,,,,,,,,,,,,,,,0.1683793,
1682.HK,Hang Pin Living Technology Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel Wholesale,Asia,2025,,,,,,,,,,,,,,,,,0.0119122,
1731.HK,Prosperous Industrial (Holdings) Ltd,Textiles & Apparel,Apparel & Accessories,Handbags & Luggage,Asia,2025,,,"91,902,187.04",,,,,,,,,,,,,,0.0146278,
1749.HK,Shanshan Brand Management Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel Wholesale,Asia,2025,,,"10,508,358.64",,,,,,,,,,,,,,0.5888465,
1795.HK,Yadong Group Holdings Ltd,Textiles & Apparel,Textiles & Leather Goods,Natural Fabrics,Asia,2025,,,"36,760,874.82",,,,,,,,,,,,,,1.0600383,
1817.HK,Mulsanne Group Holding Ltd,Textiles & Apparel,Apparel & Accessories,Apparel Wholesale,Asia,2025,,,"31,700,784.16",,,,,,,,,,,,,,1.5171519,
1836.HK,Stella International Holdings Ltd,Textiles & Apparel,Footwear,Women's Footwear,Asia,2025,,,"1,374,409,071.35",,,,,,,,,,,,,,0.0107361,
1856.HK,Ernest Borel Holdings Ltd,Textiles & Apparel,Apparel & Accessories,Watches,Asia,2025,,,"74,117,967.23",,,,,,,,,,,,,,3.4787008,
1906.HK,Bonny International Holding Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"75,647,331.65",,,,,,,,,,,,,,0.47218,
1910.HK,Samsonite Group SA,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Europe,2025,35.71,78.35,"3,019,644,080.23",100,50.1999326,80.43,28.8,61.68,46.08,44.87,75,54.65,55.7,81.17,24.42,46.13,1.5035599,17.99
1913.HK,Prada SpA,Textiles & Apparel,Apparel & Accessories,Luxury Clothing,Europe,2025,74.6,62.5,"12,597,938,670.86",52.38095238,55.00946227,87.27,0,57.65,32.07,86.54,50,29.53,75.95,94.14,12.2,66.86,0.6384241,41.16
1929.HK,Chow Tai Fook Jewellery Group Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,100,61.45553573,,,,,,,,,,,,0.7589091,
194370.KS,JS Corp,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"220,190,507.45",,,,,,,,,,,,,,1.6989659,
1957.HK,MBV International Ltd,Textiles & Apparel,Apparel & Accessories,Apparel Wholesale,Asia,2025,,,"16,283,754.66",,,,,,,,,,,,,,0.0286983,
1968.HK,Hingtex Holdings Ltd,Textiles & Apparel,Textiles & Leather Goods,Natural Fabrics,Asia,2025,,,"11,553,417.80",,,,,,,,,,,,,,0.1595284,
1982.HK,Nameson Holdings Ltd,Textiles & Apparel,Apparel & Accessories,Knitwear,Asia,2025,,,,,,,,,,,,,,,,,0.4157645,
2011.HK,Gilston Group Ltd,Textiles & Apparel,Apparel & Accessories,Accessories,Asia,2025,,,"93,652,893.29",,,,,,,,,,,,,,1.0701272,
2020.HK,ANTA Sports Products Ltd,Textiles & Apparel,Apparel & Accessories,Sportswear & Outdoors Clothing,Asia,2025,98.12,33.23,"24,646,243,545.92",100,74.27144764,94.1,28.8,57.77,81.39,86.54,40,85.89,75.95,60.8,55.24,74.87,0.4213428,88.72
2030.HK,Cabbeen Fashion Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"107,529,028.15",,,,,,,,,,,,,,0.1795166,
2033.HK,Time Watch Investments Ltd,Textiles & Apparel,Apparel & Accessories,Apparel Wholesale,Asia,2025,,,,,,,,,,,,,,,,,0.0172024,
204020.KQ,Gritee Inc,Textiles & Apparel,Apparel & Accessories,Women's Clothing,Asia,2025,,,"25,214,129.38",,,,,,,,,,,,,,0.0987795,
2111.HK,Best Pacific International Holdings Ltd,Textiles & Apparel,Textiles & Leather Goods,Synthetic Fabrics,Asia,2025,,,"370,866,251.82",,,,,,,,,,,,,,0.5896136,
2199.HK,Regina Miracle International (Holdings) Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Americas,2025,,,,,,,,,,,,,,,,,1.3818111,
2232.HK,Crystal International Group Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"2,091,202,253.55",,,,,,,,,,,,,,0.1137774,
225590.KQ,Fashion Platform Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"13,717,076.59",,,,,,,,,,,,,,0.1664232,
2260.HK,Vanov Holdings Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"64,015,088.97",,,,,,,,,,,,,,0.9300424,
2298.HK,Cosmo Lady (China) Holdings Co Ltd,Textiles & Apparel,Apparel & Accessories,Lingerie,Asia,2025,,,"78,754,300.01",,,,,,,,,,,,,,0.3253409,
2299.HK,Billion Industrial Holdings Ltd,Textiles & Apparel,Textiles & Leather Goods,Synthetic Fabrics,Asia,2025,,,"1,155,589,040.61",,,,,,,,,,,,,,0.0717097,
230360.KQ,Echo Marketing Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"196,331,394.27",,,,,,,,,,,,,,0.0991914,
2307.HK,Kam Hing International Holdings Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"26,179,666.84",,,,,,,,,,,,,,0.5342951,
2313.HK,Shenzhou International Group Holdings Ltd,Textiles & Apparel,Apparel & Accessories,Knitwear,Asia,2025,47.44,10.06,"10,065,172,458.08",100,45.13467982,51.24,28.8,45.36,32.44,37.18,45.45,34.01,72.15,57.72,17.2,53.47,0.3607133,81.4
2331.HK,Li Ning Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,81.74,29.57,"5,279,826,756.77",100,48.96096954,85.4,28.8,63.67,59.62,4.81,57.14,60.62,48.1,83.02,41.53,35.45,0.0740321,59.45
2368.HK,Eagle Nice (International) Holdings Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.8033107,
241590.KS,Hwaseung Enterprise Co Ltd,Textiles & Apparel,Footwear,Sports & Outdoor Footwear,Asia,2025,,,"176,450,358.55",,,,,,,,,,,,,,1.2150645,
2499.T,Nihonwasou Holdings Inc,Textiles & Apparel,Apparel & Accessories,Apparel Wholesale,Asia,2025,,,"17,999,843.89",,,,,,,,,,,,,,1.2605091,
2583.HK,Shenzhen Hipine Precision Technology Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"1,124,993,270.84",,,,,,,,,,,,,,0.2207295,
2585.HK,Mokingran Jewellery Group Co Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,"462,399,645.64",,,,,,,,,,,,,,0.6948351,
259A.NG,K-uno Co Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,"7,358,394.59",,,,,,,,,,,,,,1.1508398,
263020.KQ,Dk&D Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Synthetic Fabrics,Asia,2025,,,"24,774,345.76",,,,,,,,,,,,,,0.110995,
267790.KQ,Barrel Co Ltd,Textiles & Apparel,Apparel & Accessories,Sportswear & Outdoors Clothing,Asia,2025,,,"17,249,964.40",,,,,,,,,,,,,,0.5168013,
2678.HK,Texhong International Group Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,"461,524,041.68",,,,,,,,,,,,,,0.6501858,
2683.HK,Wah Sun Handbags International Holdings Ltd,Textiles & Apparel,Apparel & Accessories,Handbags & Luggage,Asia,2025,,,,,,,,,,,,,,,,,0.0637524,
2776.T,Shinto Holdings Inc,Textiles & Apparel,Apparel & Accessories,Apparel Wholesale,Asia,2025,,,"34,868,931.23",,,,,,,,,,,,,,1.861856,
2906.TW,Collins Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel Wholesale,Asia,2025,,,"73,019,475.02",,,,,,,,,,,,,,0.6427581,
2911.TW,Les Enphants Co Ltd,Textiles & Apparel,Apparel & Accessories,Children's & Infants' Clothing,Asia,2025,,,"15,197,380.53",,,,,,,,,,,,,,5.2203771,
2915.TW,Ruentex Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,60.53,39.63,"1,653,457,449.83",100,57.00337325,44.41,80,62.88,49.21,86.54,36.36,41.45,36.39,58.95,67.54,59.58,0.0905611,65.55
2916.TWO,Mun Sin Garment Corp,Textiles & Apparel,Apparel & Accessories,Apparel Wholesale,Asia,2025,,,"86,138,867.56",,,,,,,,,,,,,,0.1207684,
2924.TWO,Cayman Island Grand Galactica Corp Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"30,330,363.86",,,,,,,,,,,,,,0.0340945,
2929.TW,TOPBI International Holdings Ltd,Textiles & Apparel,Apparel & Accessories,Children's & Infants' Clothing,Asia,2025,,,"23,634,089.84",,,,,,,,,,,,,,0,
298020.KS,Hyosung TNC Corp,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"569,963,488.40",,,,,,,,,,,,,,0.7242487,
298050.KS,HS Hyosung Advanced Materials Corp,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"481,560,100.77",,,,,,,,,,,,,,1.7243447,
298540.KQ,The Nature Holdings Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"75,629,341.26",,,,,,,,,,,,,,0.5063923,
300005.SZ,Toread Holdings Group Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"1,164,735,535.60",,,,,,,,,,,,,,0.1332334,
3002.T,Gunze Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,100,51.06230588,,,,,,,,,,,,0.0757468,
300218.SZ,Anhui Anli Material Technology Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Leather Goods,Asia,2025,,,"429,305,339.97",,,,,,,,,,,,,,0.2803895,
300321.SZ,Shandong Tongda Island New Material Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Leather Goods,Asia,2025,,,"489,551,734.64",,,,,,,,,,,,,,0.0063671,
300577.SZ,Anhui Korrun Co Ltd,Textiles & Apparel,Apparel & Accessories,Handbags & Luggage,Asia,2025,,,"624,020,060.99",,,,,,,,,,,,,,0.5785129,
300591.SZ,Guangdong Wanlima Industry Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Leather Goods,Asia,2025,,,"489,968,113.37",,,,,,,,,,,,,,0.5605685,
300658.SZ,Xiamen Yanjan New Material Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"600,432,078.37",,,,,,,,,,,,,,0.7543362,
300819.SZ,Jiangsu Jujie Microfiber Technology Group Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"628,003,358.54",,,,,,,,,,,,,,0.06038,
300840.SZ,Qingdao Kutesmart Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"597,563,089.33",,,,,,,,,,,,,,0.0553099,
300877.SZ,AnHui Jinchun Nonwoven Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"427,644,783.00",,,,,,,,,,,,,,0.0820087,
300918.SZ,Shandong Nanshan Fashion Sci-Tech Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"1,145,577,508.40",,,,,,,,,,,,,,0.765693,
300952.SZ,Jiangsu Hanvo Safety Product Co Ltd,Textiles & Apparel,Apparel & Accessories,Accessories,Asia,2025,,,"858,798,735.33",,,,,,,,,,,,,,0.5423159,
300979.SZ,Huali Industrial Group Co Ltd,Textiles & Apparel,Footwear,Footwear (NEC),Asia,2025,87.56,58.23,"7,134,117,980.60",100,59.95404523,72.98,28.8,45.62,92.81,28.21,38.46,94.98,36.39,42.9,89.09,46.79,0.0306354,67.99
300993.SZ,Shandong Yuma Sun-Shading Technology Corp Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"552,233,431.94",,,,,,,,,,,,,,0.0077923,
301057.SZ,Zhejiang Huilong New Materials Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,"514,398,098.71",,,,,,,,,,,,,,0.2707352,
301066.SZ,Hangzhou Wensli Silk Culture Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.2021861,
301081.SZ,Yanpai Filtration Technology Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.8205084,
301177.SZ,Dr Corp Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,"1,406,363,873.34",,,,,,,,,,,,,,0.1096649,
301276.SZ,Beijing Jiaman Dress Co Ltd,Textiles & Apparel,Apparel & Accessories,Children's & Infants' Clothing,Asia,2025,,,,,,,,,,,,,,,,,0.0791293,
3045.T,Kawasaki & Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel Wholesale,Asia,2025,,,"22,914,706.66",,,,,,,,,,,,,,,
306040.KQ,SJ Group Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"53,492,228.71",,,,,,,,,,,,,,0.3381579,
3070.T,Jelly Beans Group Co Ltd,Textiles & Apparel,Footwear,Footwear Wholesale,Asia,2025,,,"31,408,364.69",,,,,,,,,,,,,,0.8833262,
308100.KQ,Hyungji Global Co Ltd,Textiles & Apparel,Apparel & Accessories,Sportswear & Outdoors Clothing,Asia,2025,,,"18,883,702.09",,,,,,,,,,,,,,0.7295762,
3103.T,Unitika Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,5.906302,
3104.T,Fujibo Holdings Inc,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.0118205,
3106.T,Kurabo Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.0915235,
3109.T,Shikibo Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.7610534,
3111.T,Omikenshi Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,3.8785826,
3123.T,Saibo Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.6496567,
318160.KQ,Cell Bio Human Tech Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"45,173,782.14",,,,,,,,,,,,,,0.0876398,
3201.T,Japan Wool Textile Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,"717,732,704.91",,,,,,,,,,,,,,0.1098359,
3204.T,Toabo Corp,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"23,361,443.79",,,,,,,,,,,,,,0.958293,
3205.T,Daidoh Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,,,,,,,,,,,,,,1.1514555,
